UUID	roundOrder	subjectDecision	oppDecision	payoff	timerTriggered	oppBotName	timeCreated
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	17	B	A	5	false	Wolf	1510175860377
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	18	A	B	1	false	Chimpanzee	1510175866664
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	19	B	B	2	false	Skunk	1510175872825
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	20	B	B	2	false	Badger	1510175877875
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	21	A	A	4	false	Panda	1510175884545
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	22	B	A	5	false	Chimpanzee	1510175890272
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	23	A	A	4	false	Chimpanzee	1510175896652
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	24	A	B	1	false	Panda	1510175902627
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	25	A	B	1	false	Chimpanzee	1510175909418
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	26	B	B	2	false	Skunk	1510175914970
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	27	B	A	5	false	Dingo	1510175923215
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	28	B	A	5	false	Deer	1510175928653
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	29	B	B	2	false	Badger	1510175934719
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	30	B	A	5	false	Panda	1510175940685
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	31	B	B	2	false	Deer	1510175946159
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	32	B	B	2	false	Skunk	1510175951888
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	33	B	A	5	false	Lion	1510175959272
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	34	A	A	4	false	Dingo	1510175966134
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	35	B	B	2	false	Wolf	1510175972128
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	36	B	A	5	false	Lion	1510175984788
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	37	A	A	4	false	Panda	1510175990066
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	38	B	B	2	false	Chimpanzee	1510175996282
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	39	B	A	5	false	Badger	1510176001686
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	40	A	A	4	false	Lion	1510176007509
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	41	B	B	2	false	Badger	1510176014309
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	42	A	B	1	false	Panda	1510176020158
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	43	B	B	2	false	Wolf	1510176025424
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	44	B	A	5	false	Skunk	1510176030604
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	45	B	B	2	false	Wolf	1510176036250
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	46	A	A	4	false	Dingo	1510176042086
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	47	B	A	5	false	Skunk	1510176047618
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	48	B	A	5	false	Skunk	1510176053482
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	49	B	B	2	false	Badger	1510176059542
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	50	B	A	5	false	Wolf	1510176065133
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	51	B	B	2	false	Dingo	1510176070896
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	52	A	B	1	false	Chimpanzee	1510176076398
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	53	B	A	5	false	Deer	1510176081661
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	54	B	B	2	false	Deer	1510176087783
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	55	B	A	5	false	Lion	1510176092878
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	56	B	A	5	false	Dingo	1510176099453
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	57	B	A	5	false	Badger	1510176105323
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	58	B	A	5	false	Dingo	1510176111907
d4ea4b0a-ce7e-44c0-99d3-b38bac43c77d	59	B	B	2	false	Lion	1510176119566
fcfbc445-794c-4e14-8347-87689a88948e	0	A	B	1	false	Fox	1510175778340
fcfbc445-794c-4e14-8347-87689a88948e	1	A	B	1	false	Dog	1510175789738
fcfbc445-794c-4e14-8347-87689a88948e	2	A	A	4	false	Panda	1510175794844
fcfbc445-794c-4e14-8347-87689a88948e	3	A	A	4	false	Koala	1510175799970
fcfbc445-794c-4e14-8347-87689a88948e	4	A	A	4	false	Rabbit	1510175804494
fcfbc445-794c-4e14-8347-87689a88948e	5	A	A	4	false	Panda	1510175808382
fcfbc445-794c-4e14-8347-87689a88948e	6	A	A	4	false	Panda	1510175813226
fcfbc445-794c-4e14-8347-87689a88948e	7	A	B	1	false	Rabbit	1510175817747
fcfbc445-794c-4e14-8347-87689a88948e	8	A	B	1	false	Dingo	1510175822019
fcfbc445-794c-4e14-8347-87689a88948e	9	A	A	4	false	Koala	1510175826902
fcfbc445-794c-4e14-8347-87689a88948e	10	A	A	4	false	Dog	1510175836206
fcfbc445-794c-4e14-8347-87689a88948e	11	A	B	1	false	Fox	1510175846114
fcfbc445-794c-4e14-8347-87689a88948e	12	A	B	1	false	Panda	1510175851628
fcfbc445-794c-4e14-8347-87689a88948e	13	B	B	2	false	Fox	1510175858531
fcfbc445-794c-4e14-8347-87689a88948e	14	A	A	4	false	Racoon	1510175863769
fcfbc445-794c-4e14-8347-87689a88948e	15	A	B	1	false	Dingo	1510175868791
fcfbc445-794c-4e14-8347-87689a88948e	16	B	B	2	false	Dingo	1510175875995
fcfbc445-794c-4e14-8347-87689a88948e	17	B	A	5	false	Panda	1510175881923
fcfbc445-794c-4e14-8347-87689a88948e	18	A	A	4	false	Koala	1510175888298
fcfbc445-794c-4e14-8347-87689a88948e	19	A	B	1	false	Koala	1510175893195
fcfbc445-794c-4e14-8347-87689a88948e	20	A	A	4	false	Rabbit	1510175898717
fcfbc445-794c-4e14-8347-87689a88948e	21	B	A	5	false	Dingo	1510175903574
fcfbc445-794c-4e14-8347-87689a88948e	22	A	A	4	false	Badger	1510175909862
fcfbc445-794c-4e14-8347-87689a88948e	23	A	B	1	false	Dingo	1510175914696
fcfbc445-794c-4e14-8347-87689a88948e	24	A	A	4	false	Dingo	1510175919579
fcfbc445-794c-4e14-8347-87689a88948e	25	A	A	4	false	Badger	1510175925363
fcfbc445-794c-4e14-8347-87689a88948e	26	A	B	1	false	Badger	1510175929935
fcfbc445-794c-4e14-8347-87689a88948e	27	A	A	4	false	Racoon	1510175934839
fcfbc445-794c-4e14-8347-87689a88948e	28	A	A	4	false	Racoon	1510175939671
fcfbc445-794c-4e14-8347-87689a88948e	29	B	B	2	false	Badger	1510175944423
fcfbc445-794c-4e14-8347-87689a88948e	30	A	A	4	false	Dingo	1510175949468
fcfbc445-794c-4e14-8347-87689a88948e	31	A	B	1	false	Rabbit	1510175959005
fcfbc445-794c-4e14-8347-87689a88948e	32	B	B	2	false	Rabbit	1510175963973
fcfbc445-794c-4e14-8347-87689a88948e	33	B	A	5	false	Badger	1510175971726
fcfbc445-794c-4e14-8347-87689a88948e	34	A	A	4	false	Racoon	1510175977627
fcfbc445-794c-4e14-8347-87689a88948e	35	B	A	5	false	Fox	1510175982982
fcfbc445-794c-4e14-8347-87689a88948e	36	A	B	1	false	Rabbit	1510175989013
fcfbc445-794c-4e14-8347-87689a88948e	37	B	B	2	false	Panda	1510175994109
fcfbc445-794c-4e14-8347-87689a88948e	38	A	B	1	false	Dog	1510175998644
fcfbc445-794c-4e14-8347-87689a88948e	39	B	B	2	false	Dog	1510176003454
fcfbc445-794c-4e14-8347-87689a88948e	40	A	B	1	false	Badger	1510176008554
fcfbc445-794c-4e14-8347-87689a88948e	41	A	B	1	false	Racoon	1510176012945
fcfbc445-794c-4e14-8347-87689a88948e	42	B	B	2	false	Dog	1510176018017
fcfbc445-794c-4e14-8347-87689a88948e	43	B	A	5	false	Rabbit	1510176023209
fcfbc445-794c-4e14-8347-87689a88948e	44	B	A	5	false	Panda	1510176028908
fcfbc445-794c-4e14-8347-87689a88948e	45	A	B	1	false	Fox	1510176033606
fcfbc445-794c-4e14-8347-87689a88948e	46	B	A	5	false	Fox	1510176038291
fcfbc445-794c-4e14-8347-87689a88948e	47	A	A	4	false	Koala	1510176043502
fcfbc445-794c-4e14-8347-87689a88948e	48	A	B	1	false	Rabbit	1510176048228
fcfbc445-794c-4e14-8347-87689a88948e	49	A	B	1	false	Koala	1510176052523
fcfbc445-794c-4e14-8347-87689a88948e	50	B	A	5	false	Koala	1510176057274
fcfbc445-794c-4e14-8347-87689a88948e	51	A	B	1	false	Racoon	1510176061816
fcfbc445-794c-4e14-8347-87689a88948e	52	A	B	1	false	Dog	1510176067132
fcfbc445-794c-4e14-8347-87689a88948e	53	A	A	4	false	Fox	1510176073706
fcfbc445-794c-4e14-8347-87689a88948e	54	A	A	4	false	Panda	1510176078305
fcfbc445-794c-4e14-8347-87689a88948e	55	B	A	5	false	Dog	1510176083420
fcfbc445-794c-4e14-8347-87689a88948e	56	B	A	5	false	Koala	1510176088551
fcfbc445-794c-4e14-8347-87689a88948e	57	B	B	2	false	Panda	1510176095739
fcfbc445-794c-4e14-8347-87689a88948e	58	B	B	2	false	Rabbit	1510176100577
fcfbc445-794c-4e14-8347-87689a88948e	59	A	A	4	false	Racoon	1510176105475
a52f3579-7d75-45a8-84fe-7778a01d929c	0	A	B	1	false	Squirrel	1510175787977
a52f3579-7d75-45a8-84fe-7778a01d929c	1	A	B	1	false	Koala	1510175798864
a52f3579-7d75-45a8-84fe-7778a01d929c	2	A	A	4	false	Kangaroo	1510175808127
a52f3579-7d75-45a8-84fe-7778a01d929c	3	A	A	4	false	Bear	1510175821459
a52f3579-7d75-45a8-84fe-7778a01d929c	4	A	B	1	false	Bear	1510175830481
a52f3579-7d75-45a8-84fe-7778a01d929c	5	A	B	1	false	Kangaroo	1510175838845
a52f3579-7d75-45a8-84fe-7778a01d929c	6	B	B	2	false	Bear	1510175846784
a52f3579-7d75-45a8-84fe-7778a01d929c	7	A	B	1	false	Koala	1510175854648
a52f3579-7d75-45a8-84fe-7778a01d929c	8	B	B	2	false	Squirrel	1510175867994
a52f3579-7d75-45a8-84fe-7778a01d929c	9	B	B	2	false	Kangaroo	1510175877199
a52f3579-7d75-45a8-84fe-7778a01d929c	10	A	B	1	false	Giraffe	1510175892198
a52f3579-7d75-45a8-84fe-7778a01d929c	11	B	B	2	false	Giraffe	1510175901535
a52f3579-7d75-45a8-84fe-7778a01d929c	12	B	A	5	false	Kangaroo	1510175911480
a52f3579-7d75-45a8-84fe-7778a01d929c	13	A	B	1	false	Panda	1510175921901
a52f3579-7d75-45a8-84fe-7778a01d929c	14	B	B	2	false	Panda	1510175929935
a52f3579-7d75-45a8-84fe-7778a01d929c	15	B	B	2	false	Koala	1510175943317
a52f3579-7d75-45a8-84fe-7778a01d929c	16	A	A	4	false	Koala	1510175951415
a52f3579-7d75-45a8-84fe-7778a01d929c	17	A	A	4	false	Squirrel	1510175959629
a52f3579-7d75-45a8-84fe-7778a01d929c	18	A	A	4	false	Pig	1510175966199
a52f3579-7d75-45a8-84fe-7778a01d929c	19	A	B	1	false	Skunk	1510175973034
a52f3579-7d75-45a8-84fe-7778a01d929c	20	B	A	5	false	Panda	1510175980600
a52f3579-7d75-45a8-84fe-7778a01d929c	21	A	B	1	false	Squirrel	1510175987238
a52f3579-7d75-45a8-84fe-7778a01d929c	22	B	A	5	false	Bear	1510175994861
a52f3579-7d75-45a8-84fe-7778a01d929c	23	A	B	1	false	Pig	1510176002237
a52f3579-7d75-45a8-84fe-7778a01d929c	24	B	B	2	false	Koala	1510176009338
a52f3579-7d75-45a8-84fe-7778a01d929c	25	B	A	5	false	Giraffe	1510176016487
a52f3579-7d75-45a8-84fe-7778a01d929c	26	B	A	5	false	Bear	1510176023436
a52f3579-7d75-45a8-84fe-7778a01d929c	27	A	A	4	false	Kangaroo	1510176033230
a52f3579-7d75-45a8-84fe-7778a01d929c	28	A	B	1	false	Pig	1510176041804
a52f3579-7d75-45a8-84fe-7778a01d929c	29	B	B	2	false	Squirrel	1510176049510
a52f3579-7d75-45a8-84fe-7778a01d929c	30	A	A	4	false	Panda	1510176055914
a52f3579-7d75-45a8-84fe-7778a01d929c	31	B	A	5	false	Giraffe	1510176062678
a52f3579-7d75-45a8-84fe-7778a01d929c	32	A	B	1	false	Skunk	1510176072291
a52f3579-7d75-45a8-84fe-7778a01d929c	33	A	A	4	false	Bear	1510176079267
a52f3579-7d75-45a8-84fe-7778a01d929c	34	B	A	5	false	Giraffe	1510176086232
a52f3579-7d75-45a8-84fe-7778a01d929c	35	B	B	2	false	Kangaroo	1510176092436
a52f3579-7d75-45a8-84fe-7778a01d929c	36	B	B	2	false	Skunk	1510176098211
a52f3579-7d75-45a8-84fe-7778a01d929c	37	B	A	5	false	Skunk	1510176104621
a52f3579-7d75-45a8-84fe-7778a01d929c	38	A	B	1	false	Bear	1510176111471
a52f3579-7d75-45a8-84fe-7778a01d929c	39	A	B	1	false	Pig	1510176117579
a52f3579-7d75-45a8-84fe-7778a01d929c	40	B	B	2	false	Panda	1510176124255
a52f3579-7d75-45a8-84fe-7778a01d929c	41	B	A	5	false	Giraffe	1510176130050
a52f3579-7d75-45a8-84fe-7778a01d929c	42	B	A	5	false	Panda	1510176136054
a52f3579-7d75-45a8-84fe-7778a01d929c	43	B	A	5	false	Kangaroo	1510176143040
a52f3579-7d75-45a8-84fe-7778a01d929c	44	B	A	5	false	Squirrel	1510176148991
a52f3579-7d75-45a8-84fe-7778a01d929c	45	B	A	5	false	Koala	1510176155450
a52f3579-7d75-45a8-84fe-7778a01d929c	46	A	A	4	false	Squirrel	1510176162600
a52f3579-7d75-45a8-84fe-7778a01d929c	47	A	A	4	false	Skunk	1510176168965
a52f3579-7d75-45a8-84fe-7778a01d929c	48	A	A	4	false	Koala	1510176175842
a52f3579-7d75-45a8-84fe-7778a01d929c	49	A	B	1	false	Koala	1510176183597
a52f3579-7d75-45a8-84fe-7778a01d929c	50	B	A	5	false	Kangaroo	1510176190865
a52f3579-7d75-45a8-84fe-7778a01d929c	51	A	B	1	false	Pig	1510176197109
a52f3579-7d75-45a8-84fe-7778a01d929c	52	A	B	1	false	Bear	1510176203410
a52f3579-7d75-45a8-84fe-7778a01d929c	53	B	B	2	false	Pig	1510176209217
a52f3579-7d75-45a8-84fe-7778a01d929c	54	A	B	1	false	Skunk	1510176216167
a52f3579-7d75-45a8-84fe-7778a01d929c	55	B	A	5	false	Kangaroo	1510176224594
a52f3579-7d75-45a8-84fe-7778a01d929c	56	B	B	2	false	Squirrel	1510176232327
a52f3579-7d75-45a8-84fe-7778a01d929c	57	A	B	1	false	Bear	1510176245965
a52f3579-7d75-45a8-84fe-7778a01d929c	58	A	A	4	false	Pig	1510176254021
a52f3579-7d75-45a8-84fe-7778a01d929c	59	A	B	1	false	Pig	1510176270145
14452f44-6f03-475e-aeb3-f3a24cf03386	0	A	A	4	false	Fox	1510175807255
14452f44-6f03-475e-aeb3-f3a24cf03386	1	A	A	4	false	Chimpanzee	1510175823361
14452f44-6f03-475e-aeb3-f3a24cf03386	2	A	A	4	false	Fox	1510175840403
14452f44-6f03-475e-aeb3-f3a24cf03386	3	A	B	1	false	Deer	1510175853494
14452f44-6f03-475e-aeb3-f3a24cf03386	4	A	A	4	false	Gorilla	1510175869613
14452f44-6f03-475e-aeb3-f3a24cf03386	5	A	A	4	false	Fox	1510175877300
14452f44-6f03-475e-aeb3-f3a24cf03386	6	A	A	4	false	Gorilla	1510175884634
14452f44-6f03-475e-aeb3-f3a24cf03386	7	A	A	4	false	Gorilla	1510175892088
14452f44-6f03-475e-aeb3-f3a24cf03386	8	A	B	1	false	Dingo	1510175900682
14452f44-6f03-475e-aeb3-f3a24cf03386	9	B	A	5	false	Deer	1510175913439
14452f44-6f03-475e-aeb3-f3a24cf03386	10	A	B	1	false	Racoon	1510175933905
14452f44-6f03-475e-aeb3-f3a24cf03386	11	B	A	5	false	Racoon	1510175941643
14452f44-6f03-475e-aeb3-f3a24cf03386	12	A	B	1	false	Wolf	1510175947827
14452f44-6f03-475e-aeb3-f3a24cf03386	13	B	B	2	false	Deer	1510175953513
14452f44-6f03-475e-aeb3-f3a24cf03386	14	B	B	2	false	Deer	1510175959266
14452f44-6f03-475e-aeb3-f3a24cf03386	15	A	B	1	false	Deer	1510175965514
14452f44-6f03-475e-aeb3-f3a24cf03386	16	B	A	5	false	Wolf	1510175972e3
14452f44-6f03-475e-aeb3-f3a24cf03386	17	B	A	5	false	Dingo	1510175978458
14452f44-6f03-475e-aeb3-f3a24cf03386	18	B	A	5	false	Chimpanzee	1510175984315
14452f44-6f03-475e-aeb3-f3a24cf03386	19	B	B	2	false	Wolf	1510175989533
14452f44-6f03-475e-aeb3-f3a24cf03386	20	B	B	2	false	Racoon	1510175996013
14452f44-6f03-475e-aeb3-f3a24cf03386	21	B	B	2	false	Squirrel	1510176002282
14452f44-6f03-475e-aeb3-f3a24cf03386	22	B	B	2	false	Wolf	1510176008010
14452f44-6f03-475e-aeb3-f3a24cf03386	23	B	A	5	false	Deer	1510176014321
14452f44-6f03-475e-aeb3-f3a24cf03386	24	B	A	5	false	Gorilla	1510176020464
14452f44-6f03-475e-aeb3-f3a24cf03386	25	B	B	2	false	Gorilla	1510176026807
14452f44-6f03-475e-aeb3-f3a24cf03386	26	A	A	4	false	Fox	1510176032832
14452f44-6f03-475e-aeb3-f3a24cf03386	27	A	B	1	false	Chimpanzee	1510176039116
14452f44-6f03-475e-aeb3-f3a24cf03386	28	B	B	2	false	Dingo	1510176046124
14452f44-6f03-475e-aeb3-f3a24cf03386	29	B	B	2	false	Gorilla	1510176052345
14452f44-6f03-475e-aeb3-f3a24cf03386	30	A	A	4	false	Fox	1510176058445
14452f44-6f03-475e-aeb3-f3a24cf03386	31	A	B	1	false	Wolf	1510176064144
14452f44-6f03-475e-aeb3-f3a24cf03386	32	A	B	1	false	Dingo	1510176073596
14452f44-6f03-475e-aeb3-f3a24cf03386	33	B	A	5	false	Chimpanzee	1510176080290
14452f44-6f03-475e-aeb3-f3a24cf03386	34	A	B	1	false	Racoon	1510176086486
14452f44-6f03-475e-aeb3-f3a24cf03386	35	B	B	2	false	Deer	1510176092423
14452f44-6f03-475e-aeb3-f3a24cf03386	36	B	B	2	false	Deer	1510176098032
14452f44-6f03-475e-aeb3-f3a24cf03386	37	B	A	5	false	Fox	1510176103840
14452f44-6f03-475e-aeb3-f3a24cf03386	38	A	B	1	false	Chimpanzee	1510176109809
14452f44-6f03-475e-aeb3-f3a24cf03386	39	B	A	5	false	Dingo	1510176120648
14452f44-6f03-475e-aeb3-f3a24cf03386	40	A	A	4	false	Chimpanzee	1510176132493
14452f44-6f03-475e-aeb3-f3a24cf03386	41	B	B	2	false	Fox	1510176138449
14452f44-6f03-475e-aeb3-f3a24cf03386	42	A	A	4	false	Racoon	1510176144360
14452f44-6f03-475e-aeb3-f3a24cf03386	43	B	B	2	false	Dingo	1510176150615
14452f44-6f03-475e-aeb3-f3a24cf03386	44	A	A	4	false	Racoon	1510176156859
14452f44-6f03-475e-aeb3-f3a24cf03386	45	A	A	4	false	Chimpanzee	1510176162685
